query_name	pubchem_cid	first_synonym	smiles	inchi	inchikey	molecular_formula	molecular_weight	status	metabolite_name
Leu-Phe	6992310.0	H-LEU-PHE-OH	CC(C)CC(C(=O)NC(CC1=CC=CC=C1)C(=O)O)N	InChI=1S/C15H22N2O3/c1-10(2)8-12(16)14(18)17-13(15(19)20)9-11-6-4-3-5-7-11/h3-7,10,12-13H,8-9,16H2,1-2H3,(H,17,18)(H,19,20)/t12-,13-/m0/s1	KFKWRHQBZQICHA-STQMWFEESA-N	C15H22N2O3	278.35	found	Spectral Match to Leu-Phe from NIST14
p-Coumaric acid (known structural isomers: 0; isobaric peaks in run: 4)								not_found	p-Coumaric acid (known structural isomers: 0; isobaric peaks in run: 4)
Alanine_Phenylpyruvate (known isomers: 0; isobaric peaks in run: 3)								not_found	Alanine_Phenylpyruvate (known isomers: 0; isobaric peaks in run: 3)
pantothenic acid	6613.0	pantothenic acid	CC(C)(CO)C(C(=O)NCCC(=O)O)O	InChI=1S/C9H17NO5/c1-9(2,5-11)7(14)8(15)10-4-3-6(12)13/h7,11,14H,3-5H2,1-2H3,(H,10,15)(H,12,13)/t7-/m0/s1	GHOKWGTUZJEAQD-ZETCQYMHSA-N	C9H17NO5	219.23	found	pantothenic acid CollisionEnergy:102040
L-Cystine - 40.0 eV								not_found	L-Cystine - 40.0 eV
CYSTINE	67678.0	L-cystine	C(C(C(=O)O)N)SSCC(C(=O)O)N	InChI=1S/C6H12N2O4S2/c7-3(5(9)10)1-13-14-2-4(8)6(11)12/h3-4H,1-2,7-8H2,(H,9,10)(H,11,12)/t3-,4-/m0/s1	LEVWYRKDKASIDU-IMJSIDKUSA-N	C6H12N2O4S2	240.3	found	CYSTINE
N.epsilon.-Acetyl-L-lysine	92832.0	692-04-6	CC(=O)NCCCCC(C(=O)O)N	InChI=1S/C8H16N2O3/c1-6(11)10-5-3-2-4-7(9)8(12)13/h7H,2-5,9H2,1H3,(H,10,11)(H,12,13)/t7-/m0/s1	DTERQYGMUDWYAZ-ZETCQYMHSA-N	C8H16N2O3	188.22	found	Spectral Match to N.epsilon.-Acetyl-L-lysine from NIST14
Arginine 	6322.0	L-arginine	C(CC(C(=O)O)N)CN=C(N)N	InChI=1S/C6H14N4O2/c7-4(5(11)12)2-1-3-10-6(8)9/h4H,1-3,7H2,(H,11,12)(H4,8,9,10)/t4-/m0/s1	ODKSFYDXXFIFQN-BYPYZUCNSA-N	C6H14N4O2	174.2	found	Arginine 
uridine	6029.0	uridine	C1=CN(C(=O)NC1=O)C2C(C(C(O2)CO)O)O	InChI=1S/C9H12N2O6/c12-3-4-6(14)7(15)8(17-4)11-2-1-5(13)10-9(11)16/h1-2,4,6-8,12,14-15H,3H2,(H,10,13,16)/t4-,6-,7-,8-/m1/s1	DRTQHJPVMGBUCF-XVFCMESISA-N	C9H12N2O6	244.2	found	uridine CollisionEnergy:102040
Arginine	6322.0	L-arginine	C(CC(C(=O)O)N)CN=C(N)N	InChI=1S/C6H14N4O2/c7-4(5(11)12)2-1-3-10-6(8)9/h4H,1-3,7H2,(H,11,12)(H4,8,9,10)/t4-/m0/s1	ODKSFYDXXFIFQN-BYPYZUCNSA-N	C6H14N4O2	174.2	found	Arginine
LZ5235000 - 40.0 eV								not_found	LZ5235000 - 40.0 eV
n-Glycerol 3-Phosphate - 40.0 eV								not_found	n-Glycerol 3-Phosphate - 40.0 eV
 Dicyclohexylamine|N-cyclohexylcyclohexanamine								not_found	Massbank:NA003372 Dicyclohexylamine|N-cyclohexylcyclohexanamine
 D-Pantothenic acid hemicalcium salt|Vitamin B5|D-Pantothenic Acid|(R)-Pantothenate|(R)-(+)-N-(2,4-Dihydroxy-3,3-dimethyl-1-oxobutyl)-beta-alanine|3-[[(2R)-2,4-dihydroxy-3,3-dimethylbutanoyl]amino]prop								not_found	ReSpect:PT210060 D-Pantothenic acid hemicalcium salt|Vitamin B5|D-Pantothenic Acid|(R)-Pantothenate|(R)-(+)-N-(2,4-Dihydroxy-3,3-dimethyl-1-oxobutyl)-beta-alanine|3-[[(2R)-2,4-dihydroxy-3,3-dimethylbutanoyl]amino]prop
5'-xanthylic acid - 30.0 eV								not_found	5'-xanthylic acid - 30.0 eV
Asparagine_Furfural (known isomers: 0; isobaric peaks in run: 1)								not_found	Asparagine_Furfural (known isomers: 0; isobaric peaks in run: 1)
Decylbenzenesulfonic acid	169254.0	DECYLBENZENESULFONIC ACID	CCCCCCCCCCC1=CC=CC=C1S(=O)(=O)O	InChI=1S/C16H26O3S/c1-2-3-4-5-6-7-8-9-12-15-13-10-11-14-16(15)20(17,18)19/h10-11,13-14H,2-9,12H2,1H3,(H,17,18,19)	UAZLASMTBCLJKO-UHFFFAOYSA-N	C16H26O3S	298.4	found	Spectral Match to Decylbenzenesulfonic acid from NIST14
LACTULOSE	11333.0	lactulose	C(C1C(C(C(C(O1)OC2C(OC(C2O)(CO)O)CO)O)O)O)O	InChI=1S/C12H22O11/c13-1-4-6(16)7(17)8(18)11(21-4)22-9-5(2-14)23-12(20,3-15)10(9)19/h4-11,13-20H,1-3H2/t4-,5-,6+,7+,8-,9-,10+,11+,12-/m1/s1	JCQLYHFGKNRPGE-FCVZTGTOSA-N	C12H22O11	342.3	found	LACTULOSE
Pterin	135398660.0	Pterin	C1=CN=C2C(=N1)C(=O)NC(=N2)N	InChI=1S/C6H5N5O/c7-6-10-4-3(5(12)11-6)8-1-2-9-4/h1-2H,(H3,7,9,10,11,12)	HNXQXTQTPAJEJL-UHFFFAOYSA-N	C6H5N5O	163.14	found	Pterin CollisionEnergy:205060
Besifovir	5270766.0	Besifovir	C1CC1(CN2C=NC3=CN=C(N=C32)N)OCP(=O)(O)O	InChI=1S/C10H14N5O4P/c11-9-12-3-7-8(14-9)15(5-13-7)4-10(1-2-10)19-6-20(16,17)18/h3,5H,1-2,4,6H2,(H2,11,12,14)(H2,16,17,18)	KDNSSKPZBDNJDF-UHFFFAOYSA-N	C10H14N5O4P	299.22	found	Besifovir
D-ribose 5-phosphate dianion - 40.0 eV								not_found	D-ribose 5-phosphate dianion - 40.0 eV
 Napagin a	8434.0	Ethylparaben	CCOC(=O)C1=CC=C(C=C1)O	InChI=1S/C9H10O3/c1-2-12-9(11)7-3-5-8(10)6-4-7/h3-6,10H,2H2,1H3	NUVBSKCKDOMJSU-UHFFFAOYSA-N	C9H10O3	166.17	found	MoNA:2745244 Napagin a
L-citrulline	9750.0	L-citrulline	C(CC(C(=O)O)N)CNC(=O)N	InChI=1S/C6H13N3O3/c7-4(5(10)11)2-1-3-9-6(8)12/h4H,1-3,7H2,(H,10,11)(H3,8,9,12)/t4-/m0/s1	RHGKLRLOHDJJDR-BYPYZUCNSA-N	C6H13N3O3	175.19	found	L-citrulline
N_ALPHA_ACETYLLYSINE								not_found	N_ALPHA_ACETYLLYSINE
Threonine_(L-)								not_found	Threonine_(L-)
2-Phospho-D-Glyceric Acid	439278.0	2-Phospho-D-Glyceric Acid	C(C(C(=O)O)OP(=O)(O)O)O	InChI=1S/C3H7O7P/c4-1-2(3(5)6)10-11(7,8)9/h2,4H,1H2,(H,5,6)(H2,7,8,9)/t2-/m1/s1	GXIURPTVHJPJLF-UWTATZPHSA-N	C3H7O7P	186.06	found	2-Phospho-D-Glyceric Acid CollisionEnergy:102040
150-97-0 (Chimeric precursor selection)								not_found	150-97-0 (Chimeric precursor selection)
D-Arabino-Hex-2-ulo-Pyranose	2723872.0	D-fructopyranose	C1C(C(C(C(O1)(CO)O)O)O)O	InChI=1S/C6H12O6/c7-2-6(11)5(10)4(9)3(8)1-12-6/h3-5,7-11H,1-2H2/t3-,4-,5+,6?/m1/s1	LKDRXBCSQODPBY-VRPWFDPXSA-N	C6H12O6	180.16	found	D-Arabino-Hex-2-ulo-Pyranose
DL-Panthenol	4678.0	DL-Panthenol	CC(C)(CO)C(C(=O)NCCCO)O	InChI=1S/C9H19NO4/c1-9(2,6-12)7(13)8(14)10-4-3-5-11/h7,11-13H,3-6H2,1-2H3,(H,10,14)	SNPLKNRPJHDVJA-UHFFFAOYSA-N	C9H19NO4	205.25	found	DL-Panthenol
Ile-Ile-Lys	145456180.0	Ile-Ile-Lys	CCC(C)C(C(=O)NC(C(C)CC)C(=O)NC(CCCCN)C(=O)O)N	InChI=1S/C18H36N4O4/c1-5-11(3)14(20)16(23)22-15(12(4)6-2)17(24)21-13(18(25)26)9-7-8-10-19/h11-15H,5-10,19-20H2,1-4H3,(H,21,24)(H,22,23)(H,25,26)/t11-,12-,13-,14-,15-/m0/s1	CSQNHSGHAPRGPQ-YTFOTSKYSA-N	C18H36N4O4	372.5	found	Spectral Match to Ile-Ile-Lys from NIST14
L-phenylalanine	6140.0	L-phenylalanine	C1=CC=C(C=C1)CC(C(=O)O)N	InChI=1S/C9H11NO2/c10-8(9(11)12)6-7-4-2-1-3-5-7/h1-5,8H,6,10H2,(H,11,12)/t8-/m0/s1	COLNVLDHVKWLRT-QMMMGPOBSA-N	C9H11NO2	165.19	found	L-phenylalanine CollisionEnergy:102040
Kaurane	65390.0	ent-kaurane	CC1CC23CCC4C(CCCC4(C2CCC1C3)C)(C)C	InChI=1S/C20H34/c1-14-12-20-11-8-16-18(2,3)9-5-10-19(16,4)17(20)7-6-15(14)13-20/h14-17H,5-13H2,1-4H3/t14-,15+,16+,17-,19+,20+/m0/s1	IVZWRQBQDVHDNG-KUIXFMFUSA-N	C20H34	274.5	found	Kaurane
Spermine	1103.0	spermine	C(CCNCCCN)CNCCCN	InChI=1S/C10H26N4/c11-5-3-9-13-7-1-2-8-14-10-4-6-12/h13-14H,1-12H2	PFNFFQXMRSDOHW-UHFFFAOYSA-N	C10H26N4	202.34	found	Spermine CollisionEnergy:205060
 N-Fructosyl isoleucine								not_found	Massbank:PR310825 N-Fructosyl isoleucine
kynurenine	161166.0	2922-83-0	C1=CC=C(C(=C1)C(=O)CC(C(=O)O)N)N	InChI=1S/C10H12N2O3/c11-7-4-2-1-3-6(7)9(13)5-8(12)10(14)15/h1-4,8H,5,11-12H2,(H,14,15)/t8-/m0/s1	YGPSJZOEDVAXAB-QMMMGPOBSA-N	C10H12N2O3	208.21	found	kynurenine CollisionEnergy:205060
Phospho(enol)pyruvic Acid - 40.0 eV								not_found	Phospho(enol)pyruvic Acid - 40.0 eV
alpha,alpha-Trehalose - 40.0 eV								not_found	alpha,alpha-Trehalose - 40.0 eV
3,5-Dimethyladamantan-1-amine	4054.0	memantine	CC12CC3CC(C1)(CC(C3)(C2)N)C	InChI=1S/C12H21N/c1-10-3-9-4-11(2,6-10)8-12(13,5-9)7-10/h9H,3-8,13H2,1-2H3	BUGYDGFZZOZRHP-UHFFFAOYSA-N	C12H21N	179.3	found	Spectral Match to 3,5-Dimethyladamantan-1-amine from NIST14
L-Leucic acid	83697.0	L-Leucic acid	CC(C)CC(C(=O)O)O	InChI=1S/C6H12O3/c1-4(2)3-5(7)6(8)9/h4-5,7H,3H2,1-2H3,(H,8,9)/t5-/m0/s1	LVRFTAZAXQPQHI-YFKPBYRVSA-N	C6H12O3	132.16	found	L-Leucic acid
L-cystine	67678.0	L-cystine	C(C(C(=O)O)N)SSCC(C(=O)O)N	InChI=1S/C6H12N2O4S2/c7-3(5(9)10)1-13-14-2-4(8)6(11)12/h3-4H,1-2,7-8H2,(H,9,10)(H,11,12)/t3-,4-/m0/s1	LEVWYRKDKASIDU-IMJSIDKUSA-N	C6H12N2O4S2	240.3	found	L-cystine CollisionEnergy:102040
N-Acetyl-L-aspartic acid - 40.0 eV								not_found	N-Acetyl-L-aspartic acid - 40.0 eV
Isoleucine_pyruvaldehyde (known isomers: 1; isobaric peaks in run: 2)								not_found	Isoleucine_pyruvaldehyde (known isomers: 1; isobaric peaks in run: 2)
 N-Fructosyl isoleucine								not_found	Massbank:PR310824 N-Fructosyl isoleucine
HISTIDINE	6274.0	L-histidine	C1=C(NC=N1)CC(C(=O)O)N	InChI=1S/C6H9N3O2/c7-5(6(10)11)1-4-2-8-3-9-4/h2-3,5H,1,7H2,(H,8,9)(H,10,11)/t5-/m0/s1	HNDVDQJCIGZPNO-YFKPBYRVSA-N	C6H9N3O2	155.15	found	HISTIDINE
Massbank: L-alanyl-L-alanine|(2S)-2-[[(2S)-2-aminopropanoyl]amino]propanoic acid								not_found	Massbank: L-alanyl-L-alanine|(2S)-2-[[(2S)-2-aminopropanoyl]amino]propanoic acid
Curcumol	14240392.0	Curcumol	CC1CCC2C13CC(C(O3)(CC2=C)O)C(C)C	InChI=1S/C15H24O2/c1-9(2)13-8-14-11(4)5-6-12(14)10(3)7-15(13,16)17-14/h9,11-13,16H,3,5-8H2,1-2,4H3/t11-,12-,13-,14-,15+/m0/s1	QRMPRVXWPCLVNI-YYFQZIEXSA-N	C15H24O2	236.35	found	Curcumol
tryptophan	6305.0	L-tryptophan	C1=CC=C2C(=C1)C(=CN2)CC(C(=O)O)N	InChI=1S/C11H12N2O2/c12-9(11(14)15)5-7-6-13-10-4-2-1-3-8(7)10/h1-4,6,9,13H,5,12H2,(H,14,15)/t9-/m0/s1	QIVBCDIJIAJPQS-VIFPVBQESA-N	C11H12N2O2	204.22	found	tryptophan
34272-65-6	214799.0	34272-65-6	CC1=C(SC(=N1)C)CC(=O)O	InChI=1S/C7H9NO2S/c1-4-6(3-7(9)10)11-5(2)8-4/h3H2,1-2H3,(H,9,10)	VVEIGFCSKPLKGZ-UHFFFAOYSA-N	C7H9NO2S	171.22	found	34272-65-6
SORBOSE	439192.0	L-sorbopyranose	C1C(C(C(C(O1)(CO)O)O)O)O	InChI=1S/C6H12O6/c7-2-6(11)5(10)4(9)3(8)1-12-6/h3-5,7-11H,1-2H2/t3-,4+,5-,6?/m0/s1	LKDRXBCSQODPBY-AMVSKUEXSA-N	C6H12O6	180.16	found	SORBOSE
4-Hydroxyphenylpyruvic_acid	979.0	4-Hydroxyphenylpyruvic acid	C1=CC(=CC=C1CC(=O)C(=O)O)O	InChI=1S/C9H8O4/c10-7-3-1-6(2-4-7)5-8(11)9(12)13/h1-4,10H,5H2,(H,12,13)	KKADPXVIOXHVKN-UHFFFAOYSA-N	C9H8O4	180.16	found_with_underscore_fix	4-Hydroxyphenylpyruvic_acid
 2-Naphthylamine|naphthalen-2-amine								not_found	Massbank:LU051602 2-Naphthylamine|naphthalen-2-amine
Dopamine_Tridecanal (known isomers: 0; isobaric peaks in run: 2)								not_found	Dopamine_Tridecanal (known isomers: 0; isobaric peaks in run: 2)
guanine	135398634.0	guanine	C1=NC2=C(N1)C(=O)NC(=N2)N	InChI=1S/C5H5N5O/c6-5-9-3-2(4(11)10-5)7-1-8-3/h1H,(H4,6,7,8,9,10,11)	UYTPUPDQBNUYGX-UHFFFAOYSA-N	C5H5N5O	151.13	found	guanine CollisionEnergy:102040
L-tyrosine	6057.0	L-tyrosine	C1=CC(=CC=C1CC(C(=O)O)N)O	InChI=1S/C9H11NO3/c10-8(9(12)13)5-6-1-3-7(11)4-2-6/h1-4,8,11H,5,10H2,(H,12,13)/t8-/m0/s1	OUYCCCASQSFEME-QMMMGPOBSA-N	C9H11NO3	181.19	found	L-tyrosine CollisionEnergy:102040
N,N'-Diacetyl-L-cystine	6995101.0	N,N'-Diacetyl-L-cystine	CC(=O)NC(CSSCC(C(=O)O)NC(=O)C)C(=O)O	InChI=1S/C10H16N2O6S2/c1-5(13)11-7(9(15)16)3-19-20-4-8(10(17)18)12-6(2)14/h7-8H,3-4H2,1-2H3,(H,11,13)(H,12,14)(H,15,16)(H,17,18)/t7-,8-/m0/s1	YTPQSLLEROSACP-YUMQZZPRSA-N	C10H16N2O6S2	324.4	found	N,N'-Diacetyl-L-cystine
Candidate Alanine/Sarcosine-C12:0 (delta mass:182.1662)								not_found	Candidate Alanine/Sarcosine-C12:0 (delta mass:182.1662)
3(p-tolyl)propionic-acid_6-heptynoic-acid_L-asparagine [CCS=194.7860870361328]								not_found	3(p-tolyl)propionic-acid_6-heptynoic-acid_L-asparagine [CCS=194.7860870361328]
 4-aminobenzamide	76079.0	4-Aminobenzamide	C1=CC(=CC=C1C(=O)N)N	InChI=1S/C7H8N2O/c8-6-3-1-5(2-4-6)7(9)10/h1-4H,8H2,(H2,9,10)	QIKYZXDTTPVVAC-UHFFFAOYSA-N	C7H8N2O	136.15	found	MoNA:2746189 4-aminobenzamide
METHYL NICOTINIC ACID								not_found	METHYL NICOTINIC ACID
PyroglutamicAcid								not_found	PyroglutamicAcid
adenine	190.0	adenine	C1=NC2=NC=NC(=C2N1)N	InChI=1S/C5H5N5/c6-4-3-5(9-1-7-3)10-2-8-4/h1-2H,(H3,6,7,8,9,10)	GFFGJBXGBJISGV-UHFFFAOYSA-N	C5H5N5	135.13	found	adenine CollisionEnergy:102040
Asparagine methyl ester	5706365.0	6384-09-4	COC(=O)C(CC(=O)N)N	InChI=1S/C5H10N2O3/c1-10-5(9)3(6)2-4(7)8/h3H,2,6H2,1H3,(H2,7,8)/t3-/m0/s1	XWBUDPXCXXQEOU-VKHMYHEASA-N	C5H10N2O3	146.14	found	Asparagine methyl ester
Cysteine_(L-)								not_found	Cysteine_(L-)
AC1L1X1Z								not_found	AC1L1X1Z CollisionEnergy:102040
(?)-Riboflavin - 40.0 eV								not_found	(?)-Riboflavin - 40.0 eV
METHIONINE	6137.0	L-methionine	CSCCC(C(=O)O)N	InChI=1S/C5H11NO2S/c1-9-3-2-4(6)5(7)8/h4H,2-3,6H2,1H3,(H,7,8)/t4-/m0/s1	FFEARJCKVFRZRR-BYPYZUCNSA-N	C5H11NO2S	149.21	found	METHIONINE
Hydroxyproline_Acetaldehyde (known isomers: 0; isobaric peaks in run: 1)								not_found	Hydroxyproline_Acetaldehyde (known isomers: 0; isobaric peaks in run: 1)
URIDINE 5'-DIPHOSPHO-N-ACETYLGALACTOSAMINE	23700.0	UDP-N-acetylgalactosamine	CC(=O)NC1C(C(C(OC1OP(=O)(O)OP(=O)(O)OCC2C(C(C(O2)N3C=CC(=O)NC3=O)O)O)CO)O)O	InChI=1S/C17H27N3O17P2/c1-6(22)18-10-13(26)11(24)7(4-21)35-16(10)36-39(31,32)37-38(29,30)33-5-8-12(25)14(27)15(34-8)20-3-2-9(23)19-17(20)28/h2-3,7-8,10-16,21,24-27H,4-5H2,1H3,(H,18,22)(H,29,30)(H,31,32)(H,19,23,28)/t7-,8-,10-,11+,12-,13-,14-,15-,16-/m1/s1	LFTYTUAZOPRMMI-NESSUJCYSA-N	C17H27N3O17P2	607.4	found	URIDINE 5'-DIPHOSPHO-N-ACETYLGALACTOSAMINE
Bisphenol S	6626.0	4,4'-Sulfonyldiphenol	C1=CC(=CC=C1O)S(=O)(=O)C2=CC=C(C=C2)O	InChI=1S/C12H10O4S/c13-9-1-5-11(6-2-9)17(15,16)12-7-3-10(14)4-8-12/h1-8,13-14H	VPWNQTHUCYMVMZ-UHFFFAOYSA-N	C12H10O4S	250.27	found	Bisphenol S
Threonine	6288.0	L-threonine	CC(C(C(=O)O)N)O	InChI=1S/C4H9NO3/c1-2(6)3(5)4(7)8/h2-3,6H,5H2,1H3,(H,7,8)/t2-,3+/m1/s1	AYFVYJQAPQTCCC-GBXIJSLDSA-N	C4H9NO3	119.12	found	Threonine
Methylthioadenosine	439176.0	Methylthioadenosine	CSCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)O	InChI=1S/C11H15N5O3S/c1-20-2-5-7(17)8(18)11(19-5)16-4-15-6-9(12)13-3-14-10(6)16/h3-5,7-8,11,17-18H,2H2,1H3,(H2,12,13,14)/t5-,7-,8-,11-/m1/s1	WUUGFSXJNOTRMR-IOSLPCCCSA-N	C11H15N5O3S	297.34	found	Methylthioadenosine CollisionEnergy:205060
Maltotriose	92146.0	DTXSID6048963	C(C1C(C(C(C(O1)OC2C(OC(C(C2O)O)OC(C(CO)O)C(C(C=O)O)O)CO)O)O)O)O	InChI=1S/C18H32O16/c19-1-5(23)9(25)15(6(24)2-20)33-18-14(30)12(28)16(8(4-22)32-18)34-17-13(29)11(27)10(26)7(3-21)31-17/h1,5-18,20-30H,2-4H2/t5-,6+,7+,8+,9+,10+,11-,12+,13+,14+,15+,16+,17+,18+/m0/s1	RXVWSYJTUUKTEA-CGQAXDJHSA-N	C18H32O16	504.4	found	Maltotriose
Glycyl-L-leucine	92843.0	Glycyl-L-leucine	CC(C)CC(C(=O)O)NC(=O)CN	InChI=1S/C8H16N2O3/c1-5(2)3-6(8(12)13)10-7(11)4-9/h5-6H,3-4,9H2,1-2H3,(H,10,11)(H,12,13)/t6-/m0/s1	DKEXFJVMVGETOO-LURJTMIESA-N	C8H16N2O3	188.22	found	Glycyl-L-leucine CollisionEnergy:102040
Betaine	247.0	betaine	C[N+](C)(C)CC(=O)[O-]	InChI=1S/C5H11NO2/c1-6(2,3)4-5(7)8/h4H2,1-3H3	KWIUHFFTVRNATP-UHFFFAOYSA-N	C5H11NO2	117.15	found	Spectral Match to Betaine from NIST14
Diethyl phthalate	6781.0	DIETHYL PHTHALATE	CCOC(=O)C1=CC=CC=C1C(=O)OCC	InChI=1S/C12H14O4/c1-3-15-11(13)9-7-5-6-8-10(9)12(14)16-4-2/h5-8H,3-4H2,1-2H3	FLKPEMZONWLCSK-UHFFFAOYSA-N	C12H14O4	222.24	found	Spectral Match to Diethyl phthalate from NIST14
Massbank: Myristamidopropyl betaine|carboxymethyl-dimethyl-[3-(tetradecanoylamino)propyl]azanium								not_found	Massbank: Myristamidopropyl betaine|carboxymethyl-dimethyl-[3-(tetradecanoylamino)propyl]azanium
Isoleucine_pyruvate (known isomers: 0; isobaric peaks in run: 4)								not_found	Isoleucine_pyruvate (known isomers: 0; isobaric peaks in run: 4)
alpha-lactose	84571.0	alpha-lactose	C(C1C(C(C(C(O1)OC2C(OC(C(C2O)O)O)CO)O)O)O)O	InChI=1S/C12H22O11/c13-1-3-5(15)6(16)9(19)12(22-3)23-10-4(2-14)21-11(20)8(18)7(10)17/h3-20H,1-2H2/t3-,4-,5+,6+,7-,8-,9-,10-,11+,12+/m1/s1	GUBGYTABKSRVRQ-XLOQQCSPSA-N	C12H22O11	342.3	found	alpha-lactose
 Lauryldiethanolamine|2-[dodecyl(2-hydroxyethyl)amino]ethanol								not_found	Massbank:LU030803 Lauryldiethanolamine|2-[dodecyl(2-hydroxyethyl)amino]ethanol
 Glutamylleucine	9856500.0	Glu-Leu	CC(C)CC(C(=O)O)NC(=O)C(CCC(=O)O)N	InChI=1S/C11H20N2O5/c1-6(2)5-8(11(17)18)13-10(16)7(12)3-4-9(14)15/h6-8H,3-5,12H2,1-2H3,(H,13,16)(H,14,15)(H,17,18)/t7-,8-/m0/s1	YBAFDPFAUTYYRW-YUMQZZPRSA-N	C11H20N2O5	260.29	found	Massbank:PR311045 Glutamylleucine
 L-Tyrosine|(2S)-2-Azaniumyl-3-(4-hydroxyphenyl)propanoate								not_found	Massbank:UA005601 L-Tyrosine|(2S)-2-Azaniumyl-3-(4-hydroxyphenyl)propanoate
L-homoserine	12647.0	L-homoserine	C(CO)C(C(=O)O)N	InChI=1S/C4H9NO3/c5-3(1-2-6)4(7)8/h3,6H,1-2,5H2,(H,7,8)/t3-/m0/s1	UKAUYVFTDYCKQA-VKHMYHEASA-N	C4H9NO3	119.12	found	L-homoserine CollisionEnergy:102040
"""GLUCONO-1,5-LACTONE"""								not_found	"""GLUCONO-1,5-LACTONE"""
 m-xylene-4-sulfonic acid|2,4-dimethylbenzenesulfonic acid								not_found	Massbank:LU081456 m-xylene-4-sulfonic acid|2,4-dimethylbenzenesulfonic acid
Tetraethylene glycol	8200.0	TETRAETHYLENE GLYCOL	C(COCCOCCOCCO)O	InChI=1S/C8H18O5/c9-1-3-11-5-7-13-8-6-12-4-2-10/h9-10H,1-8H2	UWHCKJMYHZGTIT-UHFFFAOYSA-N	C8H18O5	194.23	found	Spectral Match to Tetraethylene glycol from NIST14
4-cyclopropyl-1,3-thiazole-5-carboxylic acid	71695492.0	4-cyclopropyl-1,3-thiazole-5-carboxylic acid	C1CC1C2=C(SC=N2)C(=O)O	InChI=1S/C7H7NO2S/c9-7(10)6-5(4-1-2-4)8-3-11-6/h3-4H,1-2H2,(H,9,10)	WKJZCJVCVKTKBR-UHFFFAOYSA-N	C7H7NO2S	169.2	found	4-cyclopropyl-1,3-thiazole-5-carboxylic acid
 N-[3-(Dimethylamino)propyl]dodecanamide	51392.0	N-[3-(dimethylamino)propyl]dodecanamide	CCCCCCCCCCCC(=O)NCCCN(C)C	InChI=1S/C17H36N2O/c1-4-5-6-7-8-9-10-11-12-14-17(20)18-15-13-16-19(2)3/h4-16H2,1-3H3,(H,18,20)	TWMFGCHRALXDAR-UHFFFAOYSA-N	C17H36N2O	284.5	found	Massbank:LU071403 N-[3-(Dimethylamino)propyl]dodecanamide
Cysteine_2,6-Dimethyl-5-heptenal (known isomers: 0; isobaric peaks in run: 2)								not_found	Cysteine_2,6-Dimethyl-5-heptenal (known isomers: 0; isobaric peaks in run: 2)
5hydroxymethyl_furfural	237332.0	5-HYDROXYMETHYLFURFURAL	C1=C(OC(=C1)C=O)CO	InChI=1S/C6H6O3/c7-3-5-1-2-6(4-8)9-5/h1-3,8H,4H2	NOEGNKMFWQHSLB-UHFFFAOYSA-N	C6H6O3	126.11	found	5hydroxymethyl_furfural
N6-Methyladenosine	102175.0	N6-Methyladenosine	CNC1=C2C(=NC=N1)N(C=N2)C3C(C(C(O3)CO)O)O	InChI=1S/C11H15N5O4/c1-12-9-6-10(14-3-13-9)16(4-15-6)11-8(19)7(18)5(2-17)20-11/h3-5,7-8,11,17-19H,2H2,1H3,(H,12,13,14)/t5-,7-,8-,11-/m1/s1	VQAYFKKCNSOZKM-IOSLPCCCSA-N	C11H15N5O4	281.27	found	N6-Methyladenosine
1-(3-Hydroxy-3-methyl-pent-4-enyl)-2,5,5,8a-tetramethyl-decahydro-naphthalen-2-ol	521332.0	318237-79-5	CC1(CCCC2(C1CCC(C2CCC(C)(C=C)O)(C)O)C)C	InChI=1S/C20H36O2/c1-7-18(4,21)13-9-16-19(5)12-8-11-17(2,3)15(19)10-14-20(16,6)22/h7,15-16,21-22H,1,8-14H2,2-6H3	XVULBTBTFGYVRC-UHFFFAOYSA-N	C20H36O2	308.5	found	1-(3-Hydroxy-3-methyl-pent-4-enyl)-2,5,5,8a-tetramethyl-decahydro-naphthalen-2-ol
Leu-Pro	80817.0	Leu-pro	CC(C)CC(C(=O)N1CCCC1C(=O)O)N	InChI=1S/C11H20N2O3/c1-7(2)6-8(12)10(14)13-5-3-4-9(13)11(15)16/h7-9H,3-6,12H2,1-2H3,(H,15,16)/t8-,9-/m0/s1	VTJUNIYRYIAIHF-IUCAKERBSA-N	C11H20N2O3	228.29	found	Spectral Match to Leu-Pro from NIST14
Tyrosine methyl ester	70652.0	1080-06-4	COC(=O)C(CC1=CC=C(C=C1)O)N	InChI=1S/C10H13NO3/c1-14-10(13)9(11)6-7-2-4-8(12)5-3-7/h2-5,9,12H,6,11H2,1H3/t9-/m0/s1	MWZPENIJLUWBSY-VIFPVBQESA-N	C10H13NO3	195.21	found	Tyrosine methyl ester
Fructoselysine	9839580.0	fructosyl-lysine	C(CCNCC(=O)C(C(C(CO)O)O)O)CC(C(=O)O)N	InChI=1S/C12H24N2O7/c13-7(12(20)21)3-1-2-4-14-5-8(16)10(18)11(19)9(17)6-15/h7,9-11,14-15,17-19H,1-6,13H2,(H,20,21)/t7-,9+,10+,11+/m0/s1	BFSYFTQDGRDJNV-AYHFEMFVSA-N	C12H24N2O7	308.33	found	Fructoselysine
